text,label
ভাই ওমরাহ করতে গিয়ে নকল আইল্যাশ কে লাগায়?,1
"যে দেশে তথ্যমন্ত্রীর তথ্য গোপন থাকে না, সে দেশ স্বাধীন না....!!!",0
হিজাবী এই বোনটির জন্য ১০০০ লাইক,1
নিজেরে ধোয়া তুলসীপাতা মনে করোনা,1
২ বছর আগের কল রেকর্ড তাহলে দু বছর এর ভেতর কতো বার কাম বাড়ি দিছে সেটা বলো লক্ষি,1
আফনে তো চেলচেলায়া বেহেশতে যাবেন,1
আহারে টাকলু আঙ্কেল।,0
রাষ্ট্রধর্ম ইসলাম কে,0
বোইন তুমি হজ্জ্ব করতেছো ভালো কথা এইভাবে সেজেগুজে এক্সটা আইলাস লাগায়,1
ম্যাজিক মামুনি এখন ম্যাজিক মাওলানা,1
কিছুই বলার নেই। দোষী-নির্দোষী কিছুই জানি না। তবে এটাই বলতে পারি। আল্লাহ সবাইকে হেদায়েত দান করুক। আর আমাদের এইসব আর না দেখার ব্যবস্থা করুক। আমিন।,0
ভুল মানুষ ই করে যে কোন উপায় হোক। সে যদি আল্লাহ পাক এর নিকট তওবা করে আল্লাহ পাক তাকে মাফ করতেও পারেন। আমরা কেউই ভুলের উর্ধে না।খারাপ মন্,0
ভেবে দেখ আল্লাহ তায়ালা তোর উপর কত নারাজ হলে তুই ওমরাহ পালন করতে এসে তোর পাপ এর আরো একটি রূপ বের করে দিয়েছেন ....তোর কল রেকর্ড ফাঁস হলো ...এখনো সময় আছে তওবা করে আল্লাহর কাছে ক্ষমা চা ইসলামের পথে চল,1
তুমি হজ্বে যাওয়ার সময়ই আমি বলেছিলাম!!!!!!!!,1
আল্লাহ যেন আপনাকে হেদায়েত দান করে ! আল্লাহর কাছে ক্ষমা চান !,0
এখন মাহির উচিত টাকলার নামে ধর্ষণ মামলা করা!,0
অামি দুয়া করতেছি তুমার অার মুরাদ এর বিয়েটা যেনো খুব তারাতাড়ি হয়,1
"আপনার কথোপকথন শুনে বোঝা যায় যে আপনি একবার না বহুবার মুরাদ সাহেবের সাতে যোগাযোগ রাখতেন, মানুষ বোকা না, আপনি কতটা চালক সেটা আপনার বর্তমান অবস্থান থেকে বোঝা যাচ্ছে, বাঁচার জন্য হজের আশ্রয় নিয়েছেন, লজ্জা থাকা উচিৎ আপনার, ঘেন্যা হয় আপনাদের মত মানুষ দেখলে।",1
"আসলে মুরাদ ভাইয়ের আদর মাহির  সহ্য হতনা, তাই হয়তো এত টানা টানি। মুরাদ ভাই, আর কিছু না জানুক কিভাবে ফুটা করতে হয়, কার রস কম-বেশি ভালই জানত। জাতি এমন একটা বিশেষজ্ঞ হারাতে যাচ্ছে। মেনে নিতে কস্ট হচ্ছে।",1
